"","GSM341241","GSM341242","GSM341243","GSM341244","GSM341245","GSM341246"
"Tmem45b",141.0049,132.6412,93.41285,174.1232,171.9763,168.3568
"Ube2e2",545.2557,508.4866,476.7975,522.1926,539.4818,501.7025
"Oplah",77.63613,81.02281,101.3162,85.54271,57.64293,87.37703
"Plpp7",23.61753,24.13599,36.94006,17.46224,20.26329,23.58367
"Mycbpap",190.3791,182.1552,133.8654,257.0209,247.0489,305.46
"Uqcr10",792.8454,761.0751,834.7255,839.2107,852.8322,816.6943
"Dolk",130.0518,128.5317,173.1072,140.378,125.4828,132.5014
"Homer2",18.08772,16.99553,16.76114,15.76965,15.35814,11.71474
"Psmf1",227.8713,216.0301,192.3749,220.5363,201.7994,257.8897
"Mrpl32",588.8404,585.4789,655.6273,640.7698,637.5938,609.3317
"Gimap4",29.21802,16.25986,29.11458,14.3644,17.4092,18.11958
"Cdc42ep1",20.57286,22.37407,33.91892,16.02953,14.98773,16.29506
"Rsl24d1",870.0364,826.4839,873.4272,896.0927,884.0994,842.8845
"Ldlrap1",67.33247,66.75243,74.36017,52.93668,46.90669,47.39558
"Car11",42.94231,49.55781,74.04565,48.81367,41.78101,48.02801
"Vps37b",99.46449,81.25435,104.3781,71.24529,72.23724,79.85928
"Sugp1",582.2534,569.4155,547.998,585.7855,565.2442,617.2626
"Rcn3",172.3889,222.0744,288.4387,177.8947,161.253,154.6513
"Tmem51",19.58569,27.34133,36.30239,24.36884,18.3346,25.8359
"Znrf1",747.0626,673.6166,714.1301,685.7441,666.4174,704.315
"Gon4l",545.4489,502.6967,530.7885,571.8425,546.474,565.9702
"Reep2",472.1988,441.0741,502.5031,435.0965,409.3157,458.5137
"Prl8a8",0.3440804,0.9671416,0.1634041,0.3129016,2.533965,0.1456594
"Cluap1",683.1117,658.5617,580.188,665.2074,667.8745,692.4209
"Nrd1",1090.147,975.6843,1001.473,1039.487,1089.545,1066.985
"Adhfe1",65.75277,93.71478,135.6926,82.54162,57.5878,79.25884
"Selenom",116.6335,120.2955,176.7481,103.4654,83.39748,90.84339
"Asrgl1",1652.072,1508.75,1505.868,1750.703,1740.352,1661.945
"Dhx36",329.179,319.8019,311.0393,351.0191,326.8594,362.3367
"Uck1",152.5455,139.0399,143.8722,128.2502,139.1418,133.2886
"Aldh1l1",74.83611,86.75177,153.8518,61.16352,46.10513,86.94209
"0610040J01Rik",9.729473,13.49863,14.29334,12.2731,10.76167,8.27754
"Mbip",341.7943,375.1586,363.7562,365.3249,363.3481,355.013
"Bcl2l13",123.8667,122.0413,130.7061,148.4578,124.929,148.7847
"Cbx6",596.6288,576.3006,629.39,609.1517,507.6125,557.7964
"Lims2",136.7769,152.5893,158.7325,199.2787,185.59,174.8136
"Cldn23",6.427891,4.969882,11.80483,7.546977,7.309626,9.330217
"Ttc8",209.3852,238.6885,182.2725,227.176,235.824,227.2899
"Ogfrl1",64.85705,67.80035,86.20335,65.51762,42.89529,50.97184
"Nkiras2",211.8126,243.9525,211.6085,300.2864,290.8211,291.4225
"Slc25a38",80.54241,77.07937,89.75797,87.87836,80.33171,97.78384
"Lrrc14",350.3093,330.8102,357.1588,325.7029,278.0974,334.2075
"Ccpg1",308.2345,311.8949,345.7953,277.9393,247.7736,276.0871
"Slc39a1",631.2957,614.2172,687.8357,573.5112,526.2943,580.0254
"Tada1",187.9988,214.4369,176.4374,220.294,233.3218,227.4978
"Ino80e",261.1777,276.7674,289.1248,314.3662,319.8753,304.8055
"Mterf4",309.3564,319.0218,270.7758,307.5934,374.2303,308.5297
"Csgalnact2",250.2598,261.8895,285.6583,216.1881,201.6461,204.552
"Ubtd1",88.99992,83.86129,89.69326,152.9775,120.0738,144.5685
"Msrb2",107.7608,108.0922,141.8135,107.8608,94.11652,100.8166
"Mettl22",149.6314,124.3737,121.7961,165.6197,144.3481,160.462
"Abcg4",10.23571,18.56629,12.4973,9.559789,10.02867,9.135807
"1810065E05Rik",8.098302,7.520719,8.051167,12.78993,7.949145,10.3679
"Mrps6",884.817,882.5104,1016.148,826.7698,867.1566,856.5576
"Slc27a4",71.10119,68.2952,78.41683,54.79252,60.74968,60.43867
"Pja2",483.0725,520.9186,452.9059,545.7206,565.0981,527.3805
"Tm6sf1",264.3127,279.3331,282.9859,230.044,234.3722,234.831
"1600014C10Rik",64.29752,78.81844,89.45576,64.11355,58.48056,67.31142
"Tm4sf5",17.76151,17.30737,18.04431,15.9843,16.99176,10.979
"Armc7",45.74018,43.33363,50.07779,40.3697,38.50668,43.468
"1700030K09Rik",330.782,320.3031,283.2642,330.8906,322.8383,356.784
"Trim6",311.1826,304.2319,327.4667,286.0171,234.5368,243.5116
"Frs3",335.0695,339.5885,284.1443,412.5409,329.6109,402.2691
"Gprc5c",3.465986,4.269504,5.533639,8.380879,3.644038,6.345557
"Acaa1b",396.462,324.1141,285.5529,330.6557,327.4844,435.5233
"Sltm",620.1857,614.9225,586.8196,583.848,665.9144,672.8726
"Tmem87a",30.21358,40.24444,38.62605,46.7805,63.06108,34.48964
"Gprasp1",653.6737,580.5516,665.4102,500.1264,473.7994,600.5491
"Apbb3",110.3569,99.21712,99.73287,111.4239,109.9739,102.4876
"Kdm4c",257.3503,285.4167,269.8,250.525,237.576,266.0787
"Dctn2",895.4318,872.2218,837.8488,958.226,983.8176,956.461
"Ergic2",574.2037,576.3337,588.2041,500.4641,666.7293,580.7809
"Mfsd6",97.29965,90.82939,94.90351,103.0696,105.3968,127.2347
"Ccdc58",830.5521,798.6512,803.4854,782.2733,827.2089,760.8585
"Ipo9",220.4624,241.9452,237.9821,238.5026,244.0172,247.3785
"Phldb1",79.25735,64.71408,86.8367,63.40117,44.54746,74.4389
"Cpsf4",733.6416,724.2441,762.9813,777.3802,780.8181,739.6365
"Rapgef3",114.7179,105.4468,158.5777,103.4901,92.86926,118.6741
"Nol6",253.0689,249.7435,279.3375,220.1718,205.1802,254.3947
"Polr2h",375.2265,388.5979,419.9905,336.1708,353.7242,316.1225
"Camkk2",387.5374,405.5915,438.3257,411.842,378.2329,337.2165
"Tmem184a",812.7604,804.0591,867.3572,724.9114,634.4854,727.4013
"Bbs2",444.1015,452.1239,391.2427,433.6084,461.0466,484.0709
"Cst8",193.6592,212.9464,311.989,168.5292,131.0507,206.5895
"Akt2",102.2158,118.0517,122.11,106.2672,104.2238,113.3732
"Armcx5",139.7659,136.5444,137.1355,123.9549,105.299,123.7222
"Angptl3",1.373491,2.021822,6.936093,4.622073,1.300829,1.577484
"Ppa2",457.0151,404.8179,372.9503,505.5687,442.5055,557.2072
"Trit1",466.5654,468.6897,485.7914,413.2153,438.615,431.1167
"Zfp428",102.6997,83.79124,100.464,110.0603,85.30481,84.97753
"Ugt3a1",5.949341,2.529538,7.254285,6.281984,8.263419,5.5682
"Idnk",455.8899,393.1079,495.0319,397.9122,349.6923,361.02
"Tmem219",224.4327,212.8548,223.9394,313.238,278.0173,291.6036
"Atl3",91.10419,71.92071,94.39765,81.04001,66.45172,68.72813
"Utp6",190.8819,206.9093,185.2772,165.2946,154.3889,168.8978
"Oit1",456.2653,440.9951,385.1936,545.9089,503.1699,494.756
"Zfp768",126.1346,115.3024,120.1452,142.2477,121.3033,141.7948
"Rin1",47.83679,52.34395,36.79191,39.81787,37.752,58.988
"Ttc5",157.0745,168.6244,148.4962,184.7402,193.351,153.8675
"Cd177",8.599569,10.57675,8.111717,7.267777,6.085877,6.651162
"Nudt6",102.5371,99.93275,105.0523,88.55212,65.77622,95.64484
"Aurka",497.9826,523.8656,489.7615,667.5107,690.195,616.8217
"Txndc9",969.2904,912.9561,888.6091,942.8739,958.0253,929.126
"Rnf126",415.2727,476.8863,362.1169,500.51,492.39,447.9111
"B230354K17Rik",549.9735,538.5653,483.2489,442.4297,385.5776,459.542
"Mtg1",226.3717,193.7362,215.0602,232.2787,207.0306,247.7372
"Coa7",40.47837,47.74119,52.97776,42.27777,40.31626,38.33074
"Zfand2b",69.95278,80.13276,82.46429,70.95586,74.14096,67.80767
"Heatr1",620.9991,581.9021,573.7998,550.2158,523.6219,591.3015
"Elmo1",179.0426,181.7374,239.9732,155.1892,152.4407,162.3579
"Dram1",117.1284,121.0156,165.208,98.11742,91.77266,115.9466
"Grp",9.349875,1.220998,5.746593,4.427654,1.103245,4.507523
"Tgds",117.7362,112.102,130.4526,101.9911,94.57329,105.3601
"Cgref1",22.5356,23.25338,20.74315,17.56096,16.73726,23.05396
"Sec14l2",14.5689,13.9536,15.90813,9.134609,5.834813,19.07262
"Tcea3",40.7773,51.80914,66.51969,50.85904,50.43936,38.32927
"Ylpm1",564.8227,557.0119,544.1076,593.2128,615.9266,581.7133
"Ccdc137",99.7732,98.88575,88.76446,88.0623,93.64451,101.7867
"Tctn3",245.0496,235.0775,218.9995,254.1432,246.5236,268.2719
"Oas1e",10.49755,3.559073,2.718473,1.388967,2.786134,9.089167
"Hipk1",646.0051,628.8616,595.2629,619.8464,616.9066,574.4043
"Tmem70",519.8986,461.4228,403.9672,452.5802,431.7016,445.8645
"S100a4",48.897,55.06477,113.8524,50.29574,35.3683,58.07676
"Nrbp2",502.0215,401.188,472.9417,384.354,356.3501,422.1641
"BC003965",234.4728,228.8699,270.7467,206.535,189.0151,215.774
"Car10",1.634405,3.470709,1.670451,1.798827,3.036868,3.145294
"Zgpat",100.0972,116.4967,115.3197,119.2715,102.7584,99.37447
"Degs2",7.966199,8.687415,9.797172,6.6322,4.14595,7.736271
"Zfyve27",90.06599,93.14252,100.1211,78.97485,73.45862,89.31867
"Casp8",137.9133,145.8818,171.7158,134.4778,122.1521,125.9865
"Hhatl",62.21957,63.84094,55.82116,76.16208,67.49233,78.7737
"9430015G10Rik",485.5659,473.4797,390.6744,454.8744,488.4838,513.55
"Pycr1",22.2,31.47611,36.75279,18.5618,18.84299,22.49849
"Zcchc9",172.9813,164.4208,159.0055,143.6599,135.2917,121.4009
"Cabyr",52.6045,38.61972,60.58083,115.7115,63.93535,159.0619
"Rpap2",328.4247,319.7791,315.1542,341.7088,330.0057,366.8905
"Pstpip1",18.12834,15.55518,12.94272,9.594468,14.73259,15.56582
"Slc25a4",1141.436,1140.657,1126.147,931.8237,998.5399,1017.567
"Polr3d",128.6615,114.5948,113.8321,103.4781,126.6681,111.5195
"Tspan2",51.51225,57.81218,58.54987,65.97151,57.25716,45.66657
"Ddx46",283.9749,274.0557,260.3784,275.1003,328.8041,295.412
"Macroh2a1",343.8068,335.446,337.8214,341.7741,384.0373,317.4829
"Tmed5",618.1486,654.2946,656.4209,653.2181,631.7517,599.5507
"Ift22",756.1401,708.3176,667.8634,774.2801,839.0615,731.3694
"Cyp2c23",65.2853,76.96776,63.46964,82.50376,90.65067,87.01787
"Msto1",526.6442,490.4324,513.7449,565.3096,549.9224,548.7095
"Arrdc1",73.83321,90.74844,99.75344,70.76181,79.26173,80.839
"Slc35a3",469.0272,405.794,434.1266,634.7266,617.8534,590.0106
"Stac2",63.69905,78.65881,91.45315,68.95757,64.27778,78.26339
"Agk",99.49014,93.2099,92.08531,114.5125,102.73,100.7784
"Farp2",46.69837,67.54872,49.67755,58.61969,69.92442,53.2904
"Ranbp10",321.6574,296.3455,307.8159,355.3299,332.0269,391.3643
"Ehbp1",697.1886,699.9081,640.8652,742.9044,787.2982,772.5041
"Srgap3",383.032,342.957,404.5762,296.4684,272.0792,282.4796
"Ddx19b",568.6657,610.0192,483.5372,580.5782,625.8572,564.8012
"Caap1",341.0728,351.6829,319.3615,311.8618,314.5432,340.7635
"Dnase1",8.567181,5.818828,4.456852,2.570096,11.23884,5.42042
"Samd4",52.24401,48.51173,80.78926,42.34118,40.35268,54.4806
"F11r",432.9,422.8235,406.3508,372.4396,385.2087,289.013
"Lmcd1",11.28793,17.10599,52.51786,14.94381,12.58211,13.6333
"Washc1",148.72,162.9661,165.1478,153.2056,146.6675,158.1315
"Fgl1",21.1952,29.33058,25.28844,14.43074,21.82056,21.62182
"Aoc1",0.7049534,1.321412,0.8114535,5.409195,0.7137217,3.752868
"Xrcc4",392.5441,422.0319,311.9921,454.2016,532.2881,476.5847
"Sumf1",627.5589,580.1569,682.8569,594.5499,561.5972,566.1974
"Cplx3",1.418294,1.42217,0.7070584,1.165944,1.761166,4.322185
"Gm4354",943.7554,937.2971,886.436,845.5884,915.4987,891.6818
"Trub2",183.3676,155.9064,161.4871,199.6932,185.0545,178.6372
"Nipal2",87.49035,90.96297,124.4486,72.12034,78.86092,100.0924
"Gprc5b",315.2852,355.9503,344.7897,331.4777,315.0771,300.3788
"Pgap2",334.3203,370.4509,420.6568,297.0922,303.1702,325.0421
"Ifi35",34.87268,39.82452,47.84486,37.46017,29.5868,40.06662
"Hpd",5.164495,4.236703,6.264831,6.238589,7.614827,1.232946
"Sf3b4",216.079,241.5901,237.5554,248.1667,265.9237,232.1826
"Nop16",214.9121,204.6174,198.3521,201.6296,201.414,183.6634
"Krcc1",502.6684,492.1328,425.9028,566.5055,550.8414,535.7131
"Hsf1",312.6589,352.1581,325.0179,345.5735,284.8351,363.442
"Bmerb1",121.8176,103.9815,78.69376,155.7326,146.7557,162.7254
"Dennd1a",112.0114,134.5134,117.2747,124.2525,130.0599,146.7443
"2010003K11Rik",26.41229,25.13511,20.48289,19.79557,20.01984,21.206
"Cst12",1840.93,1715.865,1813.991,1657.501,1776.646,1682.114
"Ndufv3",1080.862,1005.166,1102.462,1026.028,1031.325,1022.44
"Brca1",335.034,320.6987,344.5479,310.491,287.7924,337.2956
"Rev3l",468.3673,461.8186,496.9489,441.2538,471.6552,482.3786
"Camk1g",14.41987,15.34216,9.168253,13.14474,11.47614,15.76579
"Tceal1",228.1931,198.8559,255.8627,206.88,182.2482,185.6664
"Eef1a1",1575.377,1507.918,1486.191,1423.072,1595.73,1424.867
"Ccdc47",908.0632,860.5319,785.3936,804.1895,872.1194,804.2953
"Cdkn1a",99.00183,124.3944,166.2377,86.13641,83.23843,138.4408
"Hmgcl",169.1402,145.2141,209.9196,138.4498,143.1634,128.8393
"Arl8a",266.471,277.0401,293.8811,242.7628,223.9162,264.9987
"Thoc1",1013.665,959.8102,886.2204,965.2847,1020.853,1034.053
"Tcof1",180.719,182.1426,169.7541,170.4992,203.8191,159.3437
"Tbcc",169.5269,149.5039,194.5637,207.7234,153.104,203.5742
"Tnrc6c",654.6614,674.2902,609.8681,641.2567,681.6968,673.4995
"Uckl1",164.9089,182.0894,188.7996,183.6906,177.0099,188.1843
"Gabrp",2.23795,3.585155,3.913942,5.81149,2.607229,4.686254
"Tspan8",53.2096,48.83886,62.88356,51.9589,45.86028,47.27174
"Pdia5",527.9897,451.1538,551.5475,435.4985,410.2017,401.3896
"Acsf3",62.81565,60.17237,66.26479,86.0738,78.09698,79.74844
"Eva1a",13.35213,10.9557,13.51201,13.79054,11.10018,17.34211
"Tspan15",24.41421,26.11267,27.63837,22.12946,21.84295,24.6155
"Acp2",695.6804,717.6143,613.1119,666.7914,598.2542,594.9501
"Slit2",105.5782,132.438,179.8528,143.1093,121.7317,140.0894
"Crtc2",115.741,137.036,125.307,114.0254,112.3594,103.0118
"Pmpca",954.2933,912.845,966.6641,906.5269,897.1229,931.2664
"Fam222b",89.61501,99.30906,95.01512,80.87903,90.52036,75.97819
"Zfyve21",549.6442,496.0334,580.5425,471.9327,442.5341,500.4482
"Plekhf1",164.1024,190.4011,228.3552,191.8133,160.995,189.7886
"Dmxl1",370.6503,391.3464,359.5154,382.8095,370.8702,385.1078
"Slc39a6",862.2053,882.8295,802.2155,786.9089,855.5956,894.256
"Sec14l4",13.14949,11.2845,10.86164,10.09229,14.26689,6.557446
"Cyp2j9",18.9768,15.24646,17.71347,18.21117,12.26773,17.03894
"Actl7b",202.993,210.8617,210.9202,417.9823,351.4294,367.0722
"Mab21l1",4.35542,3.495329,3.870686,3.250295,1.114742,0.6372126
"Calhm5",5.193212,5.936258,4.327028,5.767149,3.321445,6.532594
"Gpn3",226.4756,237.3496,193.613,209.8548,236.6246,217.2417
"Retreg1",315.6632,285.0043,320.4839,299.313,265.6487,284.6101
"Rab5c",335.0845,358.5435,385.538,324.0114,283.6886,313.3594
"Heatr6",118.2502,117.2628,92.8889,101.2276,104.5223,117.9568
"Creb3l3",6.906223,10.04673,12.30168,11.238,4.538429,11.34285
"Prss32",4.577957,3.622812,4.358152,6.823675,4.969252,3.277544
"L3hypdh",71.6538,79.7903,95.41196,78.53251,60.78754,63.72672
"Fam210b",485.7887,501.4167,659.5996,393.7433,351.8764,450.7202
"Gpr89",301.9702,337.5824,301.833,336.4314,351.073,342.2894
"Dtwd1",441.7784,418.4149,343.3743,452.1929,441.6501,412.8519
"Ccdc136",828.4284,1026.588,1010.792,943.7475,1120.246,957.3459
"Pcdh20",1.75703,0.5238546,2.800892,2.848675,0.9409344,0.1668143
"Atg2b",91.4622,106.0204,95.50958,89.17407,102.9104,97.78986
"Hemk1",204.4586,203.3656,174.8067,213.8494,209.5676,211.8487
"Runx2",15.19664,14.02609,27.89824,21.78164,11.86862,10.63435
"Rbmx2",96.16911,103.8249,115.6225,85.45629,81.14809,88.93707
"Zfp51",193.3478,207.0791,175.8189,225.5014,229.1581,238.6
"Tmed10",494.3391,524.5791,556.0022,506.4183,500.3993,516.9023
"Cemip2",150.659,159.9402,160.2429,130.1796,124.7482,116.4756
"Ahctf1",886.4235,864.9564,786.5605,914.1022,931.7191,926.6706
"Calml4",40.76384,47.56248,44.82986,43.62818,39.01567,39.79537
"Retsat",54.71126,72.10094,108.6669,47.44231,47.23705,53.43919
"Mis12",292.3602,272.269,273.452,253.2631,235.6152,273.0057
"Mapt",7.357241,13.45522,11.60627,8.504095,9.778987,7.57558
"Mgat4b",49.63757,72.58536,79.60365,68.62929,58.12931,69.56177
"Mfap3",389.815,437.1896,487.1127,371.8512,434.5791,320.7723
"1300017J02Rik",141.624,147.5136,134.795,164.5986,169.9236,175.1091
"Cstf3",637.903,647.4694,605.2799,629.2792,680.533,655.5137
"D16Ertd472e",177.2412,160.7028,181.8568,260.9258,270.5316,215.9544
"Tmem150a",76.4846,67.77938,90.49565,55.00258,52.85869,63.91873
"Ccr5",14.68125,10.03777,21.97933,10.2663,7.962116,13.53809
"Rrp36",220.397,190.9035,194.1147,198.0957,170.676,157.7307
"Adig",7.005577,12.13543,10.35048,14.00077,14.81336,16.16036
"Nle1",70.12318,64.51389,60.58944,56.22389,52.28156,67.15946
"Tmem192",141.7859,144.8757,156.8982,150.0175,138.3695,150.267
"P2ry14",13.49465,17.92738,21.46324,7.075108,10.63932,13.97843
"Slc25a25",29.93086,31.76577,28.62701,35.45354,28.85407,35.16253
"Eef2",1283.601,1232.91,1240.998,1232.009,1293.879,1272.479
"Thrsp",66.85844,90.56625,101.3144,59.99758,55.95879,57.78168
"Jmjd8",208.3618,217.5688,232.2408,220.5789,183.6259,216.0972
"Sds",6.421039,11.32175,5.395504,4.706598,7.735671,6.10136
"Phykpl",107.618,116.8304,125.3598,106.6195,108.3301,98.43159
"Kif1c",97.4142,117.2547,164.5868,99.07334,87.26367,104.5378
"Galnt11",240.8911,235.1356,284.4685,230.2639,192.4795,236.2175
"Zbtb1",325.0085,287.8428,320.7318,313.7849,281.2917,275.8819
"Abt1",181.4098,201.3788,196.5098,182.166,188.2196,177.8169
"Nudt14",129.1027,123.0817,160.1826,123.488,126.7688,112.7906
"Ms4a7",35.89067,47.85707,68.05595,31.50361,33.32564,33.8818
"Plppr2",18.9078,14.90457,25.62521,15.4656,14.40174,19.96052
"Serpina10",2.665884,2.905569,2.019137,1.715564,3.971408,2.45616
"Smyd2",382.9545,339.8306,407.1356,292.8515,266.3433,342.205
"Tcaf2",40.34422,46.93342,53.52546,44.0648,32.57227,47.68346
"Rsph9",327.527,322.9949,278.5509,440.5584,427.3543,416.7397
"Sez6l",5.015482,12.07617,10.10769,7.793726,14.56103,8.756802
"Eps15l1",264.305,243.6331,282.0618,209.595,171.4911,240.2819
"Ercc6l",92.9935,83.65295,98.1707,83.46091,78.41409,83.35895
"Cdh22",13.05902,14.30868,17.35491,15.91033,13.87038,12.41826
"Cald1",577.4052,556.6917,622.4163,529.6769,515.8711,536.624
"H2afj",377.599,346.8995,339.6649,413.2275,316.7145,386.7658
"Slc25a28",735.2253,696.5692,652.1641,744.9516,714.3279,742.6829
"Dcaf4",157.7038,166.4859,197.5811,121.5708,122.5657,151.3566
"Reep3",145.1819,165.7714,243.0918,124.7693,145.0051,123.9665
"Angptl6",44.73713,45.57142,49.39212,32.7653,29.9643,29.27999
"Wdr45",211.369,201.4785,214.5913,175.5809,161.8986,191.1832
"Kri1",316.761,333.6538,314.2393,341.0902,358.5405,381.5557
"Zscan22",49.71938,54.09132,54.54987,66.01942,69.12626,74.03669
"Slc25a42",60.71461,77.09343,96.15815,54.99171,52.23415,85.38864
"Bcam",12.0418,10.5422,10.07784,8.628489,2.807521,13.42381
"Rpp40",241.0534,245.0947,257.4057,221.4028,203.8339,213.5257
"Pbp2",836.563,784.6846,741.3483,997.5112,985.282,894.8207
"Rnf186",3.306936,4.401452,5.822975,3.650963,0.5176168,3.412764
"1700001O22Rik",45.08596,36.83983,45.94287,63.27832,54.40893,56.82909
"Pitx2",11.96241,14.49925,11.74544,10.2671,10.61654,8.500215
"Adam5",1313.498,1253.76,1090.282,1352.343,1394.801,1425.545
"Enah",749.6171,683.2748,762.8306,633.6073,608.4422,657.95
"Mios",197.1627,171.7988,172.538,210.6404,167.8293,224.8076
"Tmem214",634.4454,609.6039,607.1336,717.6575,662.0502,738.5997
"Lama4",73.80183,71.4658,83.41568,78.36848,61.14826,64.89294
"Nat8f5",8.089997,20.09879,54.24551,0.849943,0.7866285,14.24516
"BC017158",162.7591,152.6346,157.0496,150.5428,145.1258,150.7492
"Fam149b",89.34026,81.03764,90.41559,94.42142,87.23172,76.79468
"Bcl2l14",15.11101,16.29652,22.44582,53.61099,23.94137,65.87382
"Gys2",4.007453,9.844291,5.408959,4.509658,1.936797,3.276231
"Hdhd5",73.29584,72.56795,62.48903,80.85631,70.60452,63.92037
"Spef1",150.007,178.6889,141.6307,177.2476,164.9517,190.8016
"Alg12",159.8844,157.0748,179.9918,166.656,133.927,172.6593
"Ndfip1",1294.77,1238.233,1216.095,1048.996,1117.146,1185.157
"Slain1",660.8092,687.2661,681.1919,580.4764,635.0233,604.4518
"Glycam1",1.47262,4.97754,1.13147,1.576711,2.816607,2.919107
"Csnk1a1",1185.798,1200.42,1112.292,1089.976,1174.019,1143.895
"Fh1",651.3199,622.974,726.6972,568.5843,505.8817,623.4383
"Tor4a",18.13024,18.3896,30.22956,20.17851,21.86076,19.12159
"Ccnk",172.2245,169.3727,136.1889,245.6507,229.7762,227.3968
"Cpne2",45.61628,56.86271,57.06806,36.66129,33.82169,42.22854
"Cd300ld",3.318039,4.44385,5.748422,3.483638,3.705967,4.258863
"Itpr2",55.36773,73.1675,91.83408,68.26005,76.17019,56.22449
"Gstm4",83.45178,66.95935,96.72688,76.42442,64.37994,74.81149
"Clasp2",450.1032,463.8706,441.6927,401.5274,405.181,399.0583
"Rnf113a1",18.00465,21.49784,18.3564,18.2479,17.80972,17.0072
"Ncmap",42.15457,41.70238,43.08904,34.53782,30.60541,36.16738
"Nsun4",155.2733,147.7687,165.8054,146.9679,147.871,155.1222
"Rbks",132.0416,120.944,135.5904,156.2256,156.5036,188.9501
"Arhgap24",44.46206,50.41992,59.69171,37.37154,31.61174,38.8853
"Angel1",633.358,619.5371,562.3253,758.5147,754.2852,740.3742
"Nefh",65.02894,70.38648,72.19342,66.72857,65.70591,63.07742
"Kcnma1",10.37055,22.36113,23.1856,20.05538,19.15342,13.04961
"Wdr62",383.3369,369.7263,333.1069,415.4884,446.7806,471.8825
"Map3k1",751.3896,680.7195,702.6116,639.3072,660.2256,652.1602
"Mef2c",248.6407,230.4788,333.2144,219.6357,194.3164,226.7853
"Olah",16.49103,19.77063,20.86498,26.37823,21.04584,28.9267
"Trim34a",212.9454,191.7724,221.3048,213.0616,145.0641,229.4451
"L2hgdh",243.1498,207.4919,219.4406,275.7147,252.7166,231.7501
"Homer3",62.04409,61.41186,80.71352,53.7246,50.07414,55.50364
"D930016D06Rik",716.2772,707.1154,591.5189,702.4955,753.6926,705.7635
"Mib2",125.9091,139.6843,123.4985,116.3304,110.6528,128.5375
"Hipk2",73.87788,76.77319,85.51151,64.53932,82.9557,70.61668
"Pyy",11.09561,6.405974,3.34868,8.959821,4.606127,9.923026
"Usp43",20.61119,23.69179,24.74706,29.19082,21.65014,26.16841
"Glyat",3.932215,2.19844,2.61498,5.722413,6.31394,3.288211
"Dhrs7b",315.2524,306.3979,324.6436,343.9601,350.113,341.9712
"Osbpl10",37.08755,37.3779,58.4109,47.82351,35.82021,61.2032
"Ubald1",144.7353,116.1147,93.3718,113.9836,139.9607,133.0668
"Zfp932",351.1149,331.8695,383.5766,321.226,306.9203,372.149
"Rnf2",838.8705,836.9066,807.6187,857.2589,878.4556,829.2598
"Ptbp1",433.9403,424.5614,424.2239,409.5368,406.6104,366.5559
"Alad",481.2892,381.382,467.5189,383.7077,357.5323,386.7722
"Trib1",35.27391,40.16581,43.08958,28.30184,35.00371,28.06822
"Nt5dc2",117.2023,123.7143,139.941,123.6505,105.8494,121.0355
"Srsf7",1072.555,1033.101,975.2338,1026.329,1081.134,1032.669
"Klhdc8a",14.09502,19.5042,27.58375,12.33849,3.219291,15.17512
